pathway	description	AD1	AD4	AD5	AD6	AD7	AD8	AP2	AP3	AP4	AP5	AP6	AP7	CON1	CON3	CON4	CON5	CON6	CON8
P441-PWY	superpathway of N-acetylneuraminate degradation	13039.501389843386	13794.54164723081	16306.551495834075	9439.129342735429	6991.128036940256	9202.926773204505	9931.828919645808	10529.043700632095	14785.571057873529	11465.815409880432	12100.461269596382	8660.856549042004	7312.332703644944	5432.646896685962	10014.249741923624	10703.152057720765	8460.409102897358	15096.54992336005
P461-PWY	hexitol fermentation to lactate, formate, ethanol and acetate	5913.394420848505	6138.101542947859	3987.589458312272	5026.466795071815	3550.9230627915563	4911.41294744093	5284.248685090452	5352.323214302168	6815.118667354154	4167.402092864402	6151.938871316301	4261.95110214896	3217.0631294618047	1879.2157973694325	5583.591648424542	6332.739505701466	4438.6849816685935	6839.682212349444
P562-PWY	myo-inositol degradation I	222.6662124315028	119.77654678652635	69.14538748711941	60.20122103085368	0.0	4.791058746827485	97.20682961885409	31.266344412554663	153.2858916671675	0.0	0.0	46.81544628774759	38.13481228668942	6.588487155090389	22.37758190351068	8.202531645569621	0.0	3.8008684203008825
PANTO-PWY	phosphopantothenate biosynthesis I	6291.102596830787	6478.531025326698	6195.153014432624	2478.084967845189	2777.251118539901	3297.8993841268752	3798.8342761257513	4083.8822037352734	7934.223350570878	5895.57687608516	3605.446062713354	3829.130649179105	5025.187319665469	3480.7587330587407	4824.558500723849	3715.332788288815	2488.197973929346	5492.872413343289
PANTOSYN-PWY	pantothenate and coenzyme A biosynthesis I	7803.031209557618	8365.232087118633	7933.68589701461	3369.7635924003293	3604.329774593094	4350.004054819367	4942.740463779525	5481.535068566107	9622.376463503408	7483.240670950842	4921.991583945314	4970.729874252384	6472.284638140414	5172.757023804132	6108.697397623684	4840.56012971885	3542.1663109962	7802.821087910306
PENTOSE-P-PWY	pentose phosphate pathway	10606.306348700458	11148.38054153939	8898.31845481255	4617.964331330688	4543.526720732652	4488.78949111691	5334.714718633045	6095.600487693809	11219.659589606175	8825.73441493514	4238.04371879771	6434.854052209228	7581.200484606913	5545.3440961941415	7499.222153721052	5620.937247695175	3695.579091432112	9645.357786900311
PEPTIDOGLYCANSYN-PWY	peptidoglycan biosynthesis I (meso-diaminopimelate containing)	17077.985572004545	19984.236829575468	20150.617999264967	12124.85591147254	9339.605176509232	13270.768383605582	15341.263331365566	15907.874965660529	19523.352599667483	16591.761518977317	18336.198360231974	12415.42755997778	13316.838630224742	22574.03179165096	13620.707246184633	13723.170544651251	13452.66741748948	25922.89524282249
PHOSLIPSYN-PWY	superpathway of phospholipid biosynthesis I (bacteria)	18027.506054844805	21027.76017620841	20690.3729637769	12405.76563673009	9475.25167399514	13435.736799026705	15882.124635734965	16098.153997338994	20407.545278838094	17165.108224555497	18291.082834976307	12535.906879289889	14344.101357743217	22350.58884037836	14470.069734056688	13891.850207134026	13522.205986533456	26344.749955905467
POLYAMINSYN3-PWY	superpathway of polyamine biosynthesis II	448.4392493755135	414.3433757772844	37.89395323039814	207.5000073329861	75.72561334585946	0.0	15.831082155906552	210.592326996278	992.762371983295	131.77907970095433	36.5235396263131	156.72863412470326	52.57364501165365	12.675949374931234	327.5392323512226	49.29757720346787	0.0	60.06808726544523
POLYAMSYN-PWY	superpathway of polyamine biosynthesis I	1492.439733403803	1135.7492625265766	525.9655424696698	363.3251595776349	389.784074433543	354.2715012942019	898.5217887595595	1098.9651058928123	1441.387085813976	1228.5138736822803	421.4306144772165	1417.3671486598184	871.6931416525565	782.2359866503151	712.7720813940348	745.0748945719486	302.91087336826337	1088.5929616495475
POLYISOPRENSYN-PWY	polyisoprenoid biosynthesis (E. coli)	12198.32313274104	15435.485285259683	15876.702150029996	10354.757919839714	7562.965047729144	11418.173669087624	13197.52690368428	13292.599063090092	15082.68517546235	13504.461621318876	15971.081532871727	9727.73395280302	9605.41059294288	19461.220618012583	10447.62140061116	11244.136152571342	11804.068101937875	21771.28263817408
PPGPPMET-PWY	ppGpp biosynthesis	8.323386542470214	592.3986951968287	1370.884793267508	265.21831432781323	357.0813060178302	446.6357238583362	799.5495134986479	238.4369389879575	1698.94783812303	1331.6026440323817	1093.1028454081695	0.0	1957.9231392780875	1119.6202333117374	1891.6838977152572	1830.9336360072025	944.7843704811988	2901.078510818072
PRPP-PWY	superpathway of histidine, purine, and pyrimidine biosynthesis	9374.768799371644	9250.277871303502	8399.533560600943	3631.542585921456	4938.40546892244	6090.5566111481085	6582.610543983625	7633.81973942304	11241.603920168469	9369.891536224355	8759.587290876001	7060.859523344642	7782.159113322885	12086.17929200415	6991.127410759063	7646.874321640584	6233.395938300054	13786.23070511865
PWY-1269	CMP-3-deoxy-D-manno-octulosonate biosynthesis I	2053.66345977006	2169.399848456236	3576.5119216870808	1193.846165099775	1565.697256125413	1491.1909233563283	2015.5677850952973	2296.9806091938044	3526.7567846238558	3573.9297119869634	2018.9507743603592	2146.1412558888205	1764.652381646957	2611.7199702183198	2540.1639159358315	2013.3639397386023	1583.832604067132	3235.234526221501
PWY-181	photorespiration	0.0	0.0	248.10228642389689	366.2711332878612	20.6258277949352	85.04853930041898	15.84405855723802	123.86715851900324	100.45809178720984	0.0	66.43764019689431	203.66290364581363	133.13101295572068	49.16337359703135	406.8399604169109	36.84331297958443	99.12155742502162	227.6749616060674
PWY-1861	formaldehyde assimilation II (RuMP Cycle)	2224.075005688255	2641.321791607113	607.0937955588191	435.74598388950704	720.7317389604873	122.87918865764908	172.64961477380754	265.24376409448047	491.8967067207814	0.0	71.23256381012388	564.9786137643513	572.997260859202	37.83207122070643	1347.4672979592162	1233.5015405501526	102.27424952538249	380.5434887023749
PWY-2941	L-lysine biosynthesis II	11649.472744694478	12415.267268091606	13658.15082711027	7685.10794911949	6352.708819797103	9313.814947783756	8165.759545293661	9614.592034640003	12510.146367863128	8815.118014733016	15332.01352348555	9368.025446969536	10118.67453950937	19848.772215154902	10244.228402233794	10829.77109396293	8735.608846068382	22439.045131372703
PWY-2942	L-lysine biosynthesis III	16463.109232946994	16618.19301799492	17163.64007733688	8763.906085987956	7720.519168819868	10209.164446189478	9477.684621998853	11568.95545136504	16698.299617183387	11616.647597784438	16209.408434548426	11638.660225165884	13188.216764816209	21025.11527521652	12995.704481311304	12272.624748648466	9436.262082715542	24611.44630870469
PWY-3001	superpathway of L-isoleucine biosynthesis I	12510.623278910638	12749.712577763044	12149.937535898456	5803.751914162989	5672.035324887348	5826.830473918863	6013.956395103758	7962.96454597826	12789.268980571303	8574.189762573498	6747.591757426896	8642.538880161643	10686.244972895816	8875.08615946718	8539.064884913634	7900.764848639009	4735.400934861355	14987.820046254645
PWY-3781	aerobic respiration I (cytochrome c)	123.06285488119556	446.0032983872356	1267.2061034409053	1066.075828844473	1312.5737103981555	2060.11878685281	2418.057899495582	3570.7892299698456	4731.523944315949	3276.3828823738368	2365.3512548771246	1449.2140011136614	1777.0926126427953	3012.0362384601463	1691.3597079404492	1615.1955646843808	1808.369797952348	3590.9121587381733
PWY-4984	urea cycle	273.9817095172281	571.5574214319251	4603.887864671031	1193.941562317523	1317.9072932635845	1769.9997232511255	3637.8916597910825	2818.148618192974	4173.704053394567	4391.23083439899	4407.626145314914	2281.3014028022385	2423.558522641232	2421.004518510216	6160.019568059227	4111.013669767856	2734.097627560798	4180.35139987029
PWY-5005	biotin biosynthesis II	0.0	0.0	81.64172619250921	166.5335795602327	6.396030281656375	28.550933888215475	4.794846405322936	40.43405701433538	31.06487998869632	0.0	20.707976768607985	86.18318505828387	41.143517689745856	15.145946277971802	134.29439838827184	11.17849481980876	31.68707474843228	71.2823716369789
PWY-5022	4-aminobutanoate degradation V	422.54189308419166	15.88121896614325	74.69521135785246	180.38894503815416	49.038653178809184	93.42909738329688	404.31706906524585	576.1473842023306	792.4114787230045	34.72990683005067	26.60337106964892	259.47710938750686	543.5760256935029	264.3513285012333	642.1088932126456	361.0941544435346	52.87392044282996	542.8431231730948
PWY-5088	L-glutamate degradation VIII (to propanoate)	11.71761960624666	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-5097	L-lysine biosynthesis VI	16517.690150197363	16655.65049470022	17049.86204309858	8749.771170670087	7700.140136772878	10160.641279799724	9417.702461858316	11457.918569976213	16540.386324706218	11510.410338177828	16153.427921849048	11533.913746219923	13143.42110299928	20960.833710931773	12960.002025708003	12201.146287464788	9397.080809675248	24509.468787541577
PWY-5100	pyruvate fermentation to acetate and lactate II	21509.28625639827	26379.35931167551	27354.69917719219	15934.512253896228	12100.04042338796	16945.59300738344	19421.684780633088	20086.399536780296	24272.088805105384	20363.837330479146	23649.968666146688	15649.899055266556	15670.033347326009	27184.306702702896	16735.477071274927	17668.98475515126	17045.98601510413	31918.33671920642
PWY-5101	L-isoleucine biosynthesis II	15355.644422520296	15011.72072198288	11134.926290391	5074.540225159692	5287.440825538645	4450.822952533132	4998.384680994623	7083.446050767544	13831.90101929859	8245.56924758685	4584.116039548687	8544.436849703097	11703.190087358184	5907.086522400297	9308.61870430642	6784.324244147322	3463.4440678853184	11937.628729732738
PWY-5103	L-isoleucine biosynthesis III	11841.40256834178	11504.467294542284	9511.411567562163	3905.554566956076	4243.52725348854	3501.4856729745816	4144.8996212105285	5802.9745239127815	10819.316139229606	6880.609512799423	3799.3782911446415	6578.367842171063	9121.830923267253	4919.70683281826	7624.38103403854	5607.53860584566	2910.4099207412146	9145.126693854563
PWY-5104	L-isoleucine biosynthesis IV	14649.277330559182	14280.733105678966	10908.21023274832	4711.291922572004	5005.943048623576	4024.5498774474295	4868.839153943179	6625.954996082967	13428.988444391913	7787.648144058032	4428.387336751082	7873.348720542918	11561.563725877808	5668.523899324871	9084.301273926449	6757.51094112172	3351.5976406737577	11986.489090608378
PWY-5121	superpathway of geranylgeranyl diphosphate biosynthesis II (via MEP)	11061.019430823177	11612.53392531764	11563.243094125066	4737.079518335803	4768.779864755709	4263.546353889278	5585.419108121248	7083.037961566053	11176.683199344285	8343.611832383764	4879.909725437631	6782.687034561352	8166.628500194294	5836.323514346104	8111.906482773759	6432.69373849866	3671.1146865289656	9460.711569976158
PWY-5154	L-arginine biosynthesis III (via N-acetyl-L-citrulline)	4044.648032334336	3766.6719037126422	5494.286951057374	2114.777879632391	2538.6927861979925	2409.138527799211	2968.3686744673323	3550.408072903724	5199.448113436327	4887.7387899012165	2876.1554423382045	3702.499636314934	1718.7909089823218	3458.3084173405105	3181.2276426746857	2281.574602329992	2139.982321885976	3792.330220388921
PWY-5177	glutaryl-CoA degradation	81.02723973623542	73.07683138807259	115.455851690797	167.05373594807756	193.02991905978917	13.805952204727538	247.53726251952847	526.9576165144681	623.939270326244	289.3234216772421	74.54523171015082	264.7704487585777	150.05059869814136	67.88477960980096	153.92278266510604	48.69838634181141	40.921394421415286	300.5806936380101
PWY-5188	tetrapyrrole biosynthesis I (from glutamate)	3880.653147751504	4594.322580800513	5731.718191174926	1528.8567794271366	1516.9917119715954	1301.6091748932336	2132.639828008897	2284.1645096480206	4779.191868787829	2838.48258012497	1953.0415215860637	1813.700854393374	3673.868505196188	1407.7876658363268	3704.081552732096	2702.9057946730545	1285.6700980446317	3345.3241105619168
PWY-5189	tetrapyrrole biosynthesis II (from glycine)	3845.456023719285	4484.3849186492325	5552.711148147276	1447.7738960498468	1435.887787611868	1248.7035593574808	2021.4216125692155	2122.810670397645	4554.771860572038	2658.829537677763	1848.0261859365232	1675.5104667593826	3505.333047723318	1266.8008665410669	3544.012309768771	2533.202431357426	1208.4899478129216	3185.4896915635545
PWY-5265	peptidoglycan biosynthesis II (staphylococci)	69.41103387212428	210.15455015655996	224.18635940970813	209.18642332486772	215.16012040976543	183.70946512202505	358.8568084192442	531.0090144226338	45.23423121988628	0.0	27.952145596598367	155.2090227645	150.18387537777616	0.0	0.0	0.0	0.0	28.76958681370104
PWY-5304	superpathway of sulfur oxidation (Acidianus ambivalens)	5.34	2.0	209.32	293.32	90.5	60.0	165.5	185.0	412.5	191.0	76.0	182.68	110.66	75.0	273.32	40.0	69.32	164.0
PWY-5345	superpathway of L-methionine biosynthesis (by sulfhydrylation)	194.43153058991905	796.7846764649863	489.9845109082612	571.4328464055599	744.2328652728818	810.8929507681032	860.8090095293373	1045.3759869782816	2179.581858736974	1195.5642607439709	822.9754183912269	866.8034698772979	526.4033897153948	1270.9197632722523	1166.29547407095	256.66374799103926	609.0070172824547	1168.748183615715
PWY-5347	superpathway of L-methionine biosynthesis (transsulfuration)	396.7245001221557	2658.4648942700314	3424.9141108529984	1282.441996015198	1182.3251803550957	1293.39410722652	2008.2170139398345	1714.6709746908557	4192.102242741409	3380.27013954823	2349.6263479132667	1491.2989465023777	4091.847440587508	2439.03348646846	3889.742376431989	3611.902139318301	1868.1853603867903	5456.890368918003
PWY-5384	sucrose degradation IV (sucrose phosphorylase)	4275.274692664268	4135.522111002176	9961.477737563317	4063.221972084646	2787.252480265046	5031.568798036706	4738.064191129874	3561.631569270009	6013.082381486437	5395.235640161196	6626.057260299095	2915.7467497704342	510.3362356308156	0.0	2445.8280424373093	3845.5444172854864	1969.087154130781	1551.238483856458
PWY-5419	catechol degradation to 2-oxopent-4-enoate II	0.0	0.0	0.0	0.0	0.0	0.0	2.183535458896936	8.463990744223448	0.0	5.065222057269788	0.8933191983689847	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-5484	glycolysis II (from fructose 6-phosphate)	16730.926702817338	19286.04074615525	19315.758354238205	10065.133277336705	8141.41648747217	11021.587359133597	11987.009007195124	12461.164412493274	18402.25136831737	13967.032373459804	14660.878556277195	10674.516858823905	12701.101069507704	12290.979466721974	13216.3423802754	10853.200231620884	8152.749994374637	19667.869247670133
PWY-5505	L-glutamate and L-glutamine biosynthesis	10049.075556471847	9695.575252684854	7404.373133923052	2696.437622972897	2759.808147030896	1726.2179771571516	1651.7053085824127	2770.3407610864065	7620.683293797801	2917.6457431693416	1025.5358785453889	3950.002052435614	7395.720063155497	1033.7771494813453	5384.354798900121	3317.5172982737317	726.421537511574	5109.636224980109
PWY-5509	adenosylcobalamin biosynthesis from cobyrinate a,c-diamide I	6827.028470150903	5673.613564580513	5149.824302782007	1525.5551509135005	1566.2526684792672	1104.363815853315	1494.039840555898	2065.806429158594	4932.629422308118	2367.0211518527944	1186.917661251538	2494.980555894489	4439.296842574247	754.7900100904626	3061.5375924092887	1782.5252292520345	644.9315220991907	2793.919943511816
PWY-5659	GDP-mannose biosynthesis	5688.785259935508	6104.008022976389	10290.572094671636	3469.5402532241683	4081.118890218991	3729.7525326924815	5845.6564884787485	6844.7641198253605	9451.330743300334	8677.896268600027	5059.150123110778	6063.258193631688	5484.686237568786	7011.967149276249	6835.549613093602	5774.278848916553	3766.352674862792	8768.530898206966
PWY-5667	CDP-diacylglycerol biosynthesis I	19550.454450476824	22661.436593491893	21796.502463763845	13062.347789716552	10130.9655797017	14179.538435862463	16392.734393946113	17180.022712173617	21944.356146543803	17897.78015870924	19139.905301943152	13498.865402005942	15193.978837695258	23487.42504811461	15142.700433272938	14476.304671180847	14154.338067914943	27588.39734089796
PWY-5676	acetyl-CoA fermentation to butanoate II	928.4394201931652	503.1096899224112	814.0843077361139	382.807802018294	531.5852996675853	157.46513787486592	0.0	186.45374611943632	989.3807348688532	0.0	98.88007000068832	411.32112484793714	864.5008450352287	64.20123108709794	1912.3662083867755	55.07822707696737	137.67258532265433	930.6580489817164
PWY-5677	succinate fermentation to butanoate	9.962248312655692	0.0	0.0	64.9978437986374	0.0	0.0	0.0	0.0	282.7115912430831	0.0	0.0	7.835657997212569	40.375517939355696	106.42847966925116	0.0	0.0	0.0	9.313224516955968
PWY-5686	UMP biosynthesis	18395.66738869875	21532.071775000728	21845.80158533223	12804.772679327723	9877.80726925127	13646.009627561283	15885.543408717238	16403.218661486306	20907.00586357573	17490.482254386516	18849.666546517696	12995.094561840588	14186.29847196765	22260.708839833813	15022.46346897762	14494.139138560462	14016.891371077683	26425.873438246825
PWY-5695	urate biosynthesis/inosine 5′-phosphate degradation	8084.23525844555	8930.558097564846	14636.29226004203	6112.182691508769	5371.988423953515	7339.534026557101	8189.622089804543	8072.220520599882	11847.19334347179	10383.099133508462	11078.911736967682	6976.025774104839	4276.889906412166	6716.7102051638885	9142.224213855265	7894.374733074995	6218.312565482733	9100.910805992424
PWY-5705	allantoin degradation to glyoxylate III	355.4409233966914	252.63736146859992	123.4826011206856	67.21656329169214	27.72670807453416	4.869565217391305	2.189129881292164	16.618626092190457	115.02304147465438	2.67	0.8738180632539942	54.78310052621479	46.25904993227148	0.0	188.88509277752024	8.846269103985616	0.0	6.1372920140322575
PWY-5747	2-methylcitrate cycle II	0.0	232.42105263157896	563.467018469657	107.0	145.3721129170231	173.39495798319328	330.2559880823422	100.38589631227669	708.1038491865237	552.7859376558066	448.0378554468702	0.0	861.2541254125412	459.9741379310345	821.4482764527041	786.0621460278586	392.6930320150659	1244.2166120639813
PWY-5837	1,4-dihydroxy-2-naphthoate biosynthesis I	7.725780132171578	27.69834752118537	7.718018439027535	23.408453346003945	19.22490947121592	62.53288820583833	117.15066599241749	163.35696388232407	17.347691335480203	0.0	0.0	33.41059873307831	0.0	0.0	22.563736808827247	0.0	0.0	10.393772286340724
PWY-5838	superpathway of menaquinol-8 biosynthesis I	26.41656132040489	94.26583886792112	26.42136128697431	79.56820618817366	65.36093451446698	210.13275359734325	390.03650440305057	537.198043688294	59.2504623637869	0.0	0.0	113.04737309649332	0.0	0.0	76.71686234104284	0.0	0.0	35.51547775773315
PWY-5840	superpathway of menaquinol-7 biosynthesis	26.429294905178743	94.420639439655	26.427651372994102	79.76131383008108	65.45087801929917	211.1931105004404	392.7149622467538	541.5605877379534	59.28313720343455	0.0	0.0	113.24446694737031	0.0	0.0	76.79149236322586	0.0	0.0	35.529111889732945
PWY-5845	superpathway of menaquinol-9 biosynthesis	19.862428181284987	64.72712222405234	17.9471783303663	54.09619431960117	44.20604483919969	144.42475725120212	274.7738915504782	378.1665797160385	39.68458891456024	0.0	0.0	76.9667845037249	0.0	0.0	48.29486995913332	0.0	0.0	23.790958367457005
PWY-5850	superpathway of menaquinol-6 biosynthesis I	19.862428181284987	64.72712222405234	17.9471783303663	54.09619431960117	44.20604483919969	144.42475725120212	274.7738915504782	378.1665797160385	39.68458891456024	0.0	0.0	76.9667845037249	0.0	0.0	48.29486995913332	0.0	0.0	23.790958367457005
PWY-5855	ubiquinol-7 biosynthesis (prokaryotic)	25.689268932584348	24.81552938981642	83.4129172395624	160.37727410150373	6.652321683288079	53.403870703180026	0.0	41.90388904577793	32.31846428978755	0.0	21.508359129165218	89.21136459500033	78.72280977656254	15.752882881545757	138.51695314721692	11.635036162194677	32.868506294258026	73.8085190558593
PWY-5856	ubiquinol-9 biosynthesis (prokaryotic)	25.689268932584348	24.81552938981642	83.4129172395624	160.37727410150373	6.652321683288079	53.403870703180026	0.0	41.90388904577793	32.31846428978755	0.0	21.508359129165218	89.21136459500033	78.72280977656254	15.752882881545757	138.51695314721692	11.635036162194677	32.868506294258026	73.8085190558593
PWY-5857	ubiquinol-10 biosynthesis (prokaryotic)	25.689268932584348	24.81552938981642	83.4129172395624	160.37727410150373	6.652321683288079	53.403870703180026	0.0	41.90388904577793	32.31846428978755	0.0	21.508359129165218	89.21136459500033	78.72280977656254	15.752882881545757	138.51695314721692	11.635036162194677	32.868506294258026	73.8085190558593
PWY-5860	superpathway of demethylmenaquinol-6 biosynthesis I	13.256135627607852	43.2587320225383	11.970177493739785	36.15558995015516	29.55665300886468	96.91146112530134	184.78748707284933	255.760312352326	26.49013301158933	0.0	0.0	51.59350041886014	0.0	0.0	32.29994422455371	0.0	0.0	15.888268281238442
PWY-5861	superpathway of demethylmenaquinol-8 biosynthesis	17.63672810101391	63.07176859622963	17.625929269897412	53.24357684221808	43.762129753957474	141.42250097118355	263.2700082141681	365.54101817478346	39.57556805421776	0.0	0.0	75.97552448027508	0.0	0.0	51.40589410694449	0.0	0.0	23.738609957304597
PWY-5862	superpathway of demethylmenaquinol-9 biosynthesis	13.256135627607852	43.2587320225383	11.970177493739785	36.15558995015516	29.55665300886468	96.91146112530134	184.78748707284933	255.760312352326	26.49013301158933	0.0	0.0	51.59350041886014	0.0	0.0	32.29994422455371	0.0	0.0	15.888268281238442
PWY-5863	superpathway of phylloquinol biosynthesis	8.828840800818732	31.64832489630682	8.820051686258134	26.744369447983264	21.96417497541088	71.41263394549706	133.72411073523716	186.39432162380015	19.823100114815443	0.0	0.0	38.16753431532863	0.0	0.0	25.780136802525767	0.0	0.0	11.87780789233365
PWY-5896	superpathway of menaquinol-10 biosynthesis	19.862428181284987	64.72712222405234	17.9471783303663	54.09619431960117	44.20604483919969	144.42475725120212	274.7738915504782	378.1665797160385	39.68458891456024	0.0	0.0	76.9667845037249	0.0	0.0	48.29486995913332	0.0	0.0	23.790958367457005
PWY-5897	superpathway of menaquinol-11 biosynthesis	23.13369078009171	82.69476061445282	23.129410115676727	69.86561996619845	57.33928752434005	185.2759626332044	345.00221916651594	476.6170694091788	51.90161826786502	0.0	0.0	99.27469712666247	0.0	0.0	67.27281892692218	0.0	0.0	31.101590098967076
PWY-5898	superpathway of menaquinol-12 biosynthesis	23.13369078009171	82.69476061445282	23.129410115676727	69.86561996619845	57.33928752434005	185.2759626332044	345.00221916651594	476.6170694091788	51.90161826786502	0.0	0.0	99.27469712666247	0.0	0.0	67.27281892692218	0.0	0.0	31.101590098967076
PWY-5899	superpathway of menaquinol-13 biosynthesis	23.13369078009171	82.69476061445282	23.129410115676727	69.86561996619845	57.33928752434005	185.2759626332044	345.00221916651594	476.6170694091788	51.90161826786502	0.0	0.0	99.27469712666247	0.0	0.0	67.27281892692218	0.0	0.0	31.101590098967076
PWY-5910	superpathway of geranylgeranyldiphosphate biosynthesis I (via mevalonate)	8928.785564121154	11978.481956830943	12731.84689588098	8675.368088426649	5915.973676776543	9312.56081179201	11448.898280182411	10843.782391546632	11783.650840694496	11018.053693400194	12285.62467743956	7110.3524286893935	6535.538483982357	3160.8749110935128	8065.015070042375	8609.093621431008	9316.28197547046	10130.829607180618
PWY-5913	TCA cycle VI (obligate autotrophs)	2667.378474470707	5345.005780020606	5343.864918339551	3457.0317687802603	2527.8371300472104	3144.4799994974555	5500.625702285253	5429.473207538226	6870.672830595297	6827.204111406217	3490.6750193566554	2484.057964351174	1805.719435341568	2491.320129909993	6025.152543710778	3811.4935720789945	3793.8300764394808	3480.094837431381
PWY-5918	superpathay of heme biosynthesis from glutamate	292.0787409683791	49.57168178134472	507.6211029952518	382.6892668241314	450.540272482522	683.2504724729117	705.5446054786951	1158.2888942269467	1675.7220731898008	999.3176315953226	728.8859571739453	557.041550846806	617.7908637822566	821.5065324832424	800.5799463613458	405.5720595193783	514.3803773339039	1008.7400240158998
PWY-5920	superpathway of heme biosynthesis from glycine	12.949270578615144	7.266099187736974	75.8869570280478	223.7124847442639	123.92966350891798	132.31047984528982	159.60399165267802	663.2539386006741	593.6565988806157	313.841138886237	192.6584431681572	299.2692880896991	162.79973123462838	337.9560718289976	49.88298858807679	89.25924132690889	191.5098185312353	546.3949419404215
PWY-5971	palmitate biosynthesis II (bacteria and plants)	16.63748717513776	49.89441631189262	2157.4137837897647	0.0	177.26159970166896	49.8385212887561	148.51339149785557	243.22844778747395	183.59114389417715	609.2228876784906	59.83975316979496	178.01951697387028	187.8945026286879	336.0143263091481	246.12838655697536	252.7690708268339	187.32666182000963	99.6974113012633
PWY-5973	cis-vaccenate biosynthesis	16954.987561858336	17832.670392122887	19391.17297432192	9728.692133576464	8492.935332821322	11585.645417561836	10319.877239214256	12396.70316735207	17455.803434038215	12777.343270135125	17125.25543627891	11979.57480017041	13946.231948145907	23061.889345052736	10965.91078616022	12249.727370755754	9746.125590924676	26600.3811352294
PWY-5989	stearate biosynthesis II (bacteria and plants)	9.985340465495335	29.958605162625144	1342.5359229883868	0.0	107.04602112183711	29.930977162812308	89.45133044150212	146.7767596562532	110.50982649381078	371.261783961883	35.925458174001214	107.3405108463258	113.05892757544818	202.1843783047443	148.62518861009926	152.4691696939608	112.8791314213914	59.86080001857793
PWY-6121	5-aminoimidazole ribonucleotide biosynthesis I	16481.049630237976	17680.016429266136	18093.300383037586	9051.07608508166	8196.846575326226	10178.900984713227	8865.73750271842	11429.905416862912	16380.427462259278	11437.905324758189	15169.64328819147	11672.51863999695	14510.089319629997	23753.450382362254	10152.970101760156	12205.534247399984	9350.881291753263	27696.43685308064
PWY-6122	5-aminoimidazole ribonucleotide biosynthesis II	16859.650191397683	18028.190546699	18005.37982860411	9103.598549876808	8257.177142710552	10122.81753643601	8818.229789159375	11508.421495436434	16540.303384119743	11339.891635999102	15139.23693101255	11841.274940283034	15060.336582272206	24428.72834048765	10260.032213038914	12427.748214466086	9487.606342539646	28510.85592976369
PWY-6123	inosine-5′-phosphate biosynthesis I	15040.587291314534	16073.651237674798	18415.33447050878	9691.83901574116	8028.379045829172	11658.95030718149	9892.950568560029	11553.120979971742	15806.17408882634	11735.00354259872	16961.976551917247	10872.053956331718	12269.601645929257	21929.847375605837	9641.906442511938	11944.917813614626	9537.947574886204	25261.16403397565
PWY-6125	superpathway of guanosine nucleotides de novo biosynthesis II	11758.369487639206	13997.411490309778	18000.41732319907	10258.984518528048	7934.648442319693	12394.168214524983	11623.147293455331	12277.84484992843	15145.490885889138	12683.644926550944	18249.892538400072	10460.358202615264	10920.61197269278	22514.91580727286	8912.764454130865	12290.639483915722	11408.971239290177	25577.512161634408
PWY-6126	superpathway of adenosine nucleotides de novo biosynthesis II	19090.217407907527	21864.14997082413	22971.88342158735	13462.851549014442	10305.803653288494	14687.270635629897	16809.337204171345	17188.501068824713	21855.960611467257	18275.660777289948	20414.36193371336	13696.968666469653	14418.64438851291	23491.75449699348	15518.242577866322	15241.888175826916	14572.752175151763	27824.702019889268
PWY-6147	6-hydroxymethyl-dihydropterin diphosphate biosynthesis I	8029.458593020902	8817.079262156345	13604.027482554557	4413.901468825907	4239.482800554414	5431.255061888312	5570.639849181439	5366.025605764149	10112.066632666283	8060.887440171595	6596.642915885383	4678.816948273861	4957.634879292074	3145.3402579427934	5875.635239132694	5238.477582660225	3028.892714917307	5748.330447898943
PWY-6151	S-adenosyl-L-methionine cycle I	14275.42185810228	17285.909438582574	17249.73720022374	10737.167508630531	7838.75257878408	11438.75934676975	13198.45235562281	13410.036558058462	16003.728186333929	13481.697039139211	15935.933428195842	9832.340641178704	11417.203410984108	19201.026665887497	11339.212064859805	11782.18686315506	11851.169092673576	22525.69502218613
PWY-6163	chorismate biosynthesis from 3-dehydroquinate	10293.097580468972	10180.107743734685	9203.391921228627	3607.20730195108	3790.2692725070215	2986.165390372216	3967.6649719645866	5277.638733523031	9602.195416046516	6776.30638459576	2907.731297115061	5360.649816382321	7568.258801949365	3636.594184642731	6876.615758423217	4551.640894950425	2408.452303841741	6557.0899443314765
PWY-621	sucrose degradation III (sucrose invertase)	16385.679952144306	19968.00909832581	16584.468395056887	11436.5586729445	8853.457752564933	12116.438366691347	12810.674417916342	14839.047343526763	16538.670009385296	12702.78118413176	17951.84168744469	12488.336291300266	14236.998913176214	26292.40897520813	12243.6955470109	13383.638792802018	13820.605538250917	29417.889362644222
PWY-6263	superpathway of menaquinol-8 biosynthesis II	2762.1987085112014	2285.9723940794324	2205.889542682707	683.2473505857687	1215.1884171143804	1077.0893647386388	1542.479213660898	1607.5226409627792	3153.2502159660844	3255.3309127433768	1792.8441088837933	1913.208917921441	1701.161914823607	2020.0457599166848	2598.0718305664686	2160.076972555129	1509.0332437342831	2767.2866837632696
