"OTUID"	"AD1"	"AD4"	"AD5"	"AD6"	"AD7"	"AD8"	"AP2"	"AP3"	"AP4"	"AP5"	"AP6"	"AP7"	"CON1"	"CON3"	"CON4"	"CON5"	"CON6"	"CON8"	"Taxon"	"Confidence"
"25a192f0b729be243d04cc593fdfccce"	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"d__Bacteria; p__Firmicutes; c__Clostridia; o__Oscillospirales; f__Oscillospiraceae; g__Oscillibacter; s__uncultured_bacterium"	0.765774983
"25f70f12e551826633afa8769428f90a"	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"d__Bacteria; p__Firmicutes; c__Clostridia; o__Oscillospirales; f__Oscillospiraceae"	0.998296251
"2600eb1fc8569dc356b031c82a282aa0"	0	0	0	10	15	12	9	18	0	0	0	0	0	11	0	4	0	11	"d__Bacteria; p__Firmicutes; c__Clostridia; o__Oscillospirales; f__[Eubacterium]_coprostanoligenes_group; g__[Eubacterium]_coprostanoligenes_group"	0.999986217
"26672648de2181a2c04ca33e88a1afd1"	0	5	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	"d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacterales; f__Morganellaceae; g__Proteus"	0.996659106
"26e23794e07c317178b6881a0521e3ce"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	"d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae"	0.988570119
"273314edefe5cc51abc11266f8d0c074"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	"d__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Lactobacillus"	0.997140057
"2734cae6fb1193b99fa501d6168b273e"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	"d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae; g__[Eubacterium]_xylanophilum_group; s__uncultured_bacterium"	0.890429315
"275f5d7388062a98d2bdce0dd59bfd7d"	0	0	12	0	22	0	15	43	45	0	12	11	0	27	0	0	0	0	"d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Muribaculaceae; g__Muribaculaceae; s__uncultured_Bacteroidales"	0.854722031
"277fdf63cae1ed08041a21be01b91953"	51	355	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	"d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae; g__Blautia; s__Lachnospiraceae_bacterium"	0.999803468
"280bb2b566730f0f4789993ca17ff357"	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	"d__Bacteria; p__Desulfobacterota; c__Desulfovibrionia; o__Desulfovibrionales; f__Desulfovibrionaceae; g__Desulfovibrio"	0.995437422
"280cee65d2c6f4f04cb4c12450e0ce84"	0	0	0	0	0	0	5	0	3	0	0	0	0	0	0	0	0	0	"d__Bacteria; p__Firmicutes; c__Bacilli; o__RF39; f__RF39; g__RF39; s__uncultured_bacterium"	0.80763482
"283bb90bbef8d5eaa4ff6fddc6725806"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	"d__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Lactobacillus"	0.968738302
"28c8823588cb4b3946d2de7685605e61"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	"d__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridia_UCG-014; f__Clostridia_UCG-014; g__Clostridia_UCG-014"	0.999999404
"29ba1135e5ed248a64839a8571230863"	0	0	64	0	0	0	0	0	23	0	0	39	85	0	84	25	0	21	"d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae"	0.998294268
"2a7a5cb9153f70133cb37251e8374117"	0	0	0	0	0	0	4	0	0	0	0	0	0	34	0	20	0	120	"d__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridia_UCG-014; f__Clostridia_UCG-014; g__Clostridia_UCG-014; s__unidentified"	0.896343744
"2ac69717065b96e5ac45137ad1c725a3"	0	0	4	0	4	0	3	0	0	0	0	0	0	0	0	0	0	0	"d__Bacteria; p__Firmicutes; c__Bacilli"	0.999785131
"2b036c10ab6b64e84b22b84711aef6ef"	0	0	0	0	0	0	0	0	0	17	0	4	21	7	0	11	4	10	"d__Bacteria; p__Firmicutes; c__Bacilli; o__Acholeplasmatales; f__Acholeplasmataceae; g__Anaeroplasma; s__uncultured_bacterium"	0.99994882
"2b7c0068298ebe7bad8d7debd9795f6c"	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	"d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae"	0.99816731
"2bd2f1b380bc3255d4532f30690431bf"	36	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae; g__GCA-900066575; s__uncultured_bacterium"	0.78108943
"2bf06c9a8754351bc68c7fefd8b6151b"	0	22	36	0	0	0	0	79	37	0	0	0	0	54	0	0	20	31	"d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Muribaculaceae; g__Muribaculaceae"	0.999679007
"2c3a5409306662337b339e7c79e65dda"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	"d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae"	0.997820939
"2c72272f87ad3fb1bb14bc3c2477a2d0"	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	"d__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Lactobacillus"	0.996842642
"2d16b7f72c11e9b2bb521f49193629ec"	83	62	0	0	24	8	0	23	0	0	0	0	0	0	0	0	0	22	"d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae; g__A2; s__uncultured_bacterium"	0.746882597
"2d23d5207120d2a9f97aa5863ef04387"	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"d__Bacteria; p__Firmicutes; c__Bacilli; o__Erysipelotrichales; f__Erysipelotrichaceae; g__uncultured; s__unidentified"	0.999933633
"2d257553a6e4a29d1049474d2805c1fb"	57	233	0	15	18	0	0	21	15	0	0	0	32	0	0	0	0	0	"d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae; g__Lachnoclostridium"	0.849012841
"2d54bddc534353d4747ec1ffe430dfd1"	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	"d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae; g__[Eubacterium]_xylanophilum_group; s__uncultured_bacterium"	0.980056707
"2d7cbd5bbe37bf0a7e96d6a1029236ac"	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	"d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae"	0.999992891
"2e44846592a14c5147ccb92700a49a77"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53	0	0	"d__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridia_UCG-014; f__Clostridia_UCG-014; g__Clostridia_UCG-014"	0.999999062
"2eb2b317e3106a477a34836339150858"	0	31	20	0	21	0	0	38	61	19	0	41	41	9	0	0	0	0	"d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae; g__ASF356; s__uncultured_bacterium"	0.836970762
"2f2b710b6e43a7e2e0d375c48d9c0c9d"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	"d__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Lactobacillus"	0.996111894
"2f3367988d9c042e164281d72e718b9b"	302	319	0	44	137	22	76	0	103	0	0	0	222	46	191	0	0	0	"d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae"	0.999908208
"2f37f6dfd5a9e76f2de09f6b7c189a6a"	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	"d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Rikenellaceae; g__Rikenellaceae_RC9_gut_group"	0.968343367
"2f84e0f713ad12b7f80d875da9bd194a"	39	71	12	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	"d__Bacteria; p__Firmicutes; c__Clostridia; o__Oscillospirales; f__Butyricicoccaceae; g__Butyricicoccus; s__uncultured_bacterium"	0.981349261
"30df889925fa7e6e7c2cb1b2d2ce8b45"	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	5	0	0	"d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Muribaculaceae; g__Muribaculaceae; s__uncultured_bacterium"	0.745757954
"3111f9924447489571a8ab8981721b20"	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	9	0	0	"d__Bacteria; p__Firmicutes; c__Clostridia; o__Oscillospirales; f__Ruminococcaceae; g__[Eubacterium]_siraeum_group; s__uncultured_bacterium"	0.918928894
"31d6aa6610ab0dcb62cc7c884fb6d15f"	0	143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae; g__Lachnospiraceae_NK4A136_group"	0.900534296
"32833a4c9aee19c697d504bb90cb45da"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	"d__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridia_UCG-014; f__Clostridia_UCG-014; g__Clostridia_UCG-014; s__uncultured_bacterium"	0.781041812
"32c2759f0dd9ff9d0820daa70f8f5012"	0	8	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	"d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae"	0.999995757
"338e6f8d061eb6d15b4464f42ba41b7d"	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	"d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae"	0.999918589
"33ca47e9f0205462bd8ce281f2ba04df"	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	"d__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridia_UCG-014; f__Clostridia_UCG-014; g__Clostridia_UCG-014; s__uncultured_bacterium"	0.730365841
"34153e727eec04478be507cc5343405a"	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	"d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae"	0.999944256
"3422b9ae8482a9d14c0c6fdca9b608ab"	0	14	0	20	0	0	0	0	0	0	0	28	13	10	33	0	0	0	"d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae"	0.999978318
"348e85fdde75503a9c70539e268160bd"	0	0	27	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Muribaculaceae; g__Muribaculaceae"	0.999809272
"3566069e568a445eac1cc7eb548f79f2"	211	61	24	20	16	0	0	0	22	0	0	0	0	30	0	0	0	0	"d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Muribaculaceae; g__Muribaculaceae; s__uncultured_bacterium"	0.834431936
"356da847aaba77cabf4595d038fd2b68"	0	0	0	0	0	0	0	22	13	0	0	0	54	0	0	0	0	22	"d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae"	0.999987957
"35a3793bfe7609c7fc9f902a17aaf85f"	140	117	59	72	45	0	30	46	40	57	0	92	42	5	72	0	0	30	"d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae"	0.99999344
"35e21dd72be7afa8f7dc732852eaa935"	90	46	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	"d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Muribaculaceae; g__Muribaculaceae; s__uncultured_bacterium"	0.851131325
"363f843a8c637fe3e3bbc5de02733fe5"	0	0	0	0	0	0	0	0	0	0	0	0	44	38	0	0	0	0	"d__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridia_UCG-014; f__Clostridia_UCG-014; g__Clostridia_UCG-014"	0.999999853
"36e3241bea3768e4123c414f63716333"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	"d__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Lactobacillus"	0.967058353
"36e7d485787d726a0e16bff74100463e"	0	0	116	37	60	17	50	76	22	31	11	51	49	103	71	28	91	35	"d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Muribaculaceae; g__Muribaculaceae; s__uncultured_bacterium"	0.984423429
"37044cafc044a11885b013464c542d7a"	0	0	0	0	0	0	0	0	0	0	0	10	30	0	0	0	0	0	"d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae; g__Roseburia; s__uncultured_Clostridiales"	0.995070284
"370745f4994532cbc8f85559ac466cd5"	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	"d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae; g__Lachnospiraceae_NK4A136_group"	0.832611001
"374fced2de6dd515a1a3b1bc551e96de"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	"d__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridia_UCG-014; f__Clostridia_UCG-014; g__Clostridia_UCG-014"	0.999997624
"37f201fc1c3d0347425aff977b59966a"	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	"d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae"	0.999966246
"38ed7202efb87e3468f28422c76f6a86"	0	0	40	45	52	39	50	66	59	108	99	47	0	37	29	22	36	22	"d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Muribaculaceae; g__Muribaculaceae; s__uncultured_bacterium"	0.706539228
"397e544c44b9ba06015ca6352cff347d"	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides"	0.992225493
"39ca424228e2fe8224a68252d7c1dfc5"	0	0	0	0	0	11	0	0	14	0	7	10	0	18	0	0	0	11	"d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Muribaculaceae; g__Muribaculaceae; s__uncultured_bacterium"	0.867728934
"39eb4d3fe8af4312ca2464ba2f4c0166"	0	0	0	0	0	0	0	0	0	0	24	0	0	8	0	28	17	0	"d__Bacteria; p__Firmicutes; c__Clostridia; o__Oscillospirales; f__Ruminococcaceae; g__Ruminococcus"	0.998766872
"3a44b2d738787e926e9c65457ceafe77"	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	"d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Rikenellaceae; g__Alistipes; s__uncultured_bacterium"	0.982989826
"3af1ce1958d93626781ddb08138c1555"	0	232	0	0	21	0	0	0	12	0	0	0	0	0	0	0	0	0	"d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae"	0.999901534
"3bf444ae891a8eaacb3203ca1760e075"	0	0	0	0	21	0	8	0	0	0	0	0	0	0	0	0	0	0	"d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae; g__Lachnospiraceae_NK4A136_group"	0.711883222
"3c118102f97c7b184f46f5a5328dafb1"	0	0	0	28	0	0	0	0	0	0	0	75	0	0	33	0	0	0	"d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae; g__Lachnospiraceae_NK4A136_group; s__Clostridiales_bacterium"	0.974485437
"3cc95b4e921d346d6cd11e2c74d528dc"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	"d__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridia_UCG-014; f__Clostridia_UCG-014; g__Clostridia_UCG-014"	0.999999913
"3d3b82b078ec8acbc61ecf0ed892de0b"	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"d__Bacteria; p__Firmicutes; c__Clostridia; o__Oscillospirales; f__Oscillospiraceae"	0.998115846
"3e30d599c689f3356023ab445fe36eb0"	0	0	0	20	0	0	0	0	14	0	0	0	0	0	71	0	0	0	"d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae"	0.999963441
"3e6595ac31223c240b2c73f2061d36d5"	0	0	21	0	15	32	0	0	0	0	72	0	0	0	0	0	0	0	"d__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridia_UCG-014; f__Clostridia_UCG-014; g__Clostridia_UCG-014"	0.999999909
"3f46b2bc8f3d87c25b777b0c7945fac8"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	"d__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridia_UCG-014; f__Clostridia_UCG-014; g__Clostridia_UCG-014"	0.999999886
"3fa1ee424efcd2e25413a80335310d63"	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	"d__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Lactobacillus"	0.994236592
"3fdecf19232f899f07783c6b46092604"	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	"d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Muribaculaceae; g__Muribaculaceae; s__uncultured_bacterium"	0.907791228
"403a6ac50d66a24d8c79e92972cbbb90"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	"d__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridia_UCG-014; f__Clostridia_UCG-014; g__Clostridia_UCG-014"	0.999999026
"40b6b949c5e42b864ea5782bd4a43968"	0	0	0	0	0	0	19	0	27	0	0	0	0	0	0	0	0	29	"d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae; g__Lachnospiraceae_NK4A136_group"	0.848236286
"4114b7b263ee2d2a9bad28c67a843e9d"	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae"	0.987957937
"41632864d52fe7b93113df78081cc4e2"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	"d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides"	0.995676663
"418516f907a044dc4a050a956456a790"	0	81	0	0	0	0	0	17	0	0	0	21	0	0	0	0	0	0	"d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae; g__Lachnospiraceae_NK4A136_group; s__uncultured_bacterium"	0.726016533
"4198bc0678289afc0831795d2a84cbf6"	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	"d__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae; g__Bacillus; s__Lactobacillus_vaginalis"	0.844359462
"41b3129038117b7c9e14dda9ef77dbd1"	0	0	0	0	0	0	0	29	0	0	0	0	54	0	0	0	2	0	"d__Bacteria; p__Firmicutes; c__Clostridia; o__Oscillospirales; f__Ruminococcaceae; g__Incertae_Sedis; s__Clostridium_sp."	0.897506097
"41db16c6a1283c169a5ee756951c5dd9"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	"d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides"	0.999874593
"41fd2b938a586046060e0e7aef256239"	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae"	0.999276181
"420d881a84e6d4c4cb39df539c091fc8"	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	"d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Muribaculaceae; g__Muribaculaceae"	0.999812886
"42690539aa399c812b99bc18ad34b6b7"	404	2438	39	40	15	42	11	27	0	20	37	0	52	154	107	99	49	31	"d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Muribaculaceae; g__Muribaculaceae; s__uncultured_bacterium"	0.933215347
"433825ff409a5a1f3942dc18cf044c1b"	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	"d__Bacteria; p__Campilobacterota; c__Campylobacteria; o__Campylobacterales; f__Helicobacteraceae; g__Helicobacter"	0.990705348
"43c0fc4c910b2b2e814cc513fa1216cf"	0	0	0	0	0	5	0	0	0	11	3	7	0	10	12	0	7	0	"d__Bacteria; p__Firmicutes; c__Clostridia; o__Monoglobales; f__Monoglobaceae; g__Monoglobus"	0.999915086
"43f9a946f7131f61842f933579052866"	0	0	0	0	0	6	0	0	0	4	0	0	0	0	0	8	0	0	"d__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridia_UCG-014; f__Clostridia_UCG-014; g__Clostridia_UCG-014; s__uncultured_bacterium"	0.723006318
"4493e43c6ebf1a3f28f4d12497eb4698"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124	0	0	"d__Bacteria; p__Firmicutes; c__Bacilli; o__Erysipelotrichales; f__Erysipelotrichaceae; g__Faecalibaculum; s__uncultured_bacterium"	0.787314078
"44ae901157d54424d8ae08e9a9ae9704"	0	0	0	0	0	0	21	0	0	20	0	0	0	0	0	0	0	0	"d__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridia_UCG-014; f__Clostridia_UCG-014; g__Clostridia_UCG-014"	0.999999942
"44bd1efc8d03b8e1153d643564b15e9c"	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	"d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae"	0.999996501
"44cae38ace30f54ee81cc5c5b2ce47eb"	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	"d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Rikenellaceae; g__Alistipes; s__Alistipes_shahii"	0.919205333
"4576b43e6b018f7b1f62eb9802d179f8"	21	81	0	0	0	0	0	0	0	0	0	0	0	20	0	23	0	0	"d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Muribaculaceae; g__Muribaculaceae; s__uncultured_bacterium"	0.942210057
"45ac4dd5ac6a33903b3fae14faff2115"	0	0	70	74	77	100	49	79	48	93	58	98	0	38	70	49	72	113	"d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Muribaculaceae; g__Muribaculaceae; s__uncultured_bacterium"	0.940307776
"45e1a91277b9e60c848b17f6d3f818db"	0	0	0	96	19	0	0	0	0	32	4	38	0	0	0	0	0	18	"d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae; g__Lachnospiraceae_NK4A136_group"	0.912801897
"4607b7404b3f99f59b4e415b329e7a6f"	0	0	0	21	0	0	0	0	0	7	0	34	0	0	20	0	8	0	"d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae"	0.999990842
"462b8f1780130500d37b2256e177b1e4"	0	0	116	77	79	71	83	142	237	93	84	134	40	111	36	28	53	100	"d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Muribaculaceae; g__Muribaculaceae; s__uncultured_bacterium"	0.998518939
"46564d59d3c490d0845a3519e8379869"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	"d__Bacteria; p__Firmicutes; c__Bacilli; o__Erysipelotrichales; f__Erysipelotrichaceae; g__uncultured; s__unidentified"	0.999449492
"46c4bb9712e0a90290c4cbcf56d860a3"	10	0	0	3	0	0	0	0	0	0	0	0	0	0	11	0	0	0	"d__Bacteria; p__Firmicutes; c__Clostridia; o__Oscillospirales; f__Ruminococcaceae; g__Incertae_Sedis; s__uncultured_Clostridiales"	0.9993981
"46efaedf0b7cefe9460531c9c6364bd1"	233	87	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	"d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae; g__Lachnospiraceae_UCG-006; s__uncultured_bacterium"	0.916106351
"47244f9384887abc2c7313e0ab7fc4ea"	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"d__Bacteria; p__Firmicutes; c__Clostridia; o__Oscillospirales; f__Ruminococcaceae; g__Incertae_Sedis; s__uncultured_bacterium"	0.878404158
"475b206b5a66ff74a0bf4ac3a0e6bc0b"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	"d__Bacteria; p__Firmicutes; c__Bacilli; o__RF39; f__RF39; g__RF39"	0.999999444
"47cf03a1d7cc50e2b29ecef29f36e820"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	"d__Bacteria; p__Firmicutes; c__Bacilli"	0.999735732
"48205a6d596055905fa0dbf9ed794863"	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	"d__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Lactobacillus; s__Lactobacillus_intestinalis"	0.795537693
"48c9e882b29135c86dbd16bc9e6946a5"	17	6	0	0	0	0	9	0	16	15	0	0	0	0	0	0	0	27	"d__Bacteria; p__Firmicutes; c__Clostridia; o__Oscillospirales; f__Oscillospiraceae"	0.9976964
"49d100f9906bf4d6aeeb9472dc402f89"	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	"d__Bacteria; p__Firmicutes; c__Clostridia; o__Oscillospirales; f__Butyricicoccaceae; g__UCG-009; s__uncultured_bacterium"	0.994209316
"49da2429319bb8bab3d9139319699d74"	99	82	49	0	23	11	0	58	0	32	15	70	33	0	57	0	0	0	"d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae; g__Lachnospiraceae_NK4A136_group"	0.889799611
"49ef9259c2311579bd3f3f9fb115047a"	0	0	0	0	0	0	0	20	65	0	0	0	6	0	0	0	0	0	"d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae"	0.999711052
"4a381e3446c64651b44ec50a250817d8"	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	"d__Bacteria; p__Firmicutes; c__Clostridia"	0.999945042
"4a5ca2c1b01a086ac047342cae74a6bc"	0	0	0	0	0	0	0	0	0	0	0	6	32	0	0	0	0	0	"d__Bacteria; p__Firmicutes; c__Clostridia; o__Oscillospirales; f__Oscillospiraceae; g__uncultured; s__unidentified"	0.740106237
"4ae778fee19dbfc68145878b4ab296ec"	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	"d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae"	0.999874018
"4b0ae96ba7d2990898244875daeb029c"	0	0	0	0	0	0	0	7	8	0	0	13	0	0	30	0	0	12	"d__Bacteria; p__Firmicutes; c__Clostridia; o__Peptococcales; f__Peptococcaceae; g__uncultured"	0.999929089
